persona,script,modifier,query
it_startup_founder,identity_passport_upload,angry_after_waiting,"Why is my Revolut Business account still limited and my card dead? The app says upload passport for review but I can’t find where to do it — tell me exactly how to open the request and submit the doc now, I need cash flow back ASAP."
it_startup_founder,proof_of_address_rejected,empty,"Ciao, ho provato a verificare l’indirizzo su Revolut Business ma la prova di residenza è stata rifiutata e non capisco perché: ho caricato lo screenshot di una bolletta online. Potete dirmi quali documenti sono accettati, se nome e indirizzo devono combaciare esattamente col profilo, e come reinviarla nel flow di verifica?"
it_startup_founder,proof_of_address_rejected,poor_internet_connection,"Guys, my proof of address got rejected and I honestly don’t get why — I uploaded a screenshot of an online bill, connection was bad and the upload kept failing. Can you tell me exactly what documents are accepted, and if my name/address need to match the Revolut profile and how recent/readable the file has to be so I can resubmit it properly?"
it_startup_founder,proof_of_address_rejected,anxious_security_fear,"Ho appena caricato la prova indirizzo ma è stata rifiutata e non capisco why, era uno screenshot di una bolletta online. Mi dite che documenti sono accettati e se nome, indirizzo e data devono matchare esattamente il profilo? Sono davvero in ansia, i miei soldi e i miei dati sono al sicuro?"
it_startup_founder,proof_of_address_rejected,confused_by_app_updates,"Ciao, ho caricato come proof of address uno screenshot di una bolletta online ma Revolout l’ha rifiutata e non capisco il motivo. Adesso però l’app/web è cambiata rispetto alle istruzioni che trovo online e non riesco a trovare dove resubmitto il documento nella verification flow: potete dirmi quali documenti vanno bene, come verificare che nome e indirizzo matchino il profilo, e dove devo rifarlo?"
it_startup_founder,proof_of_address_rejected,angry_after_waiting,"Why my proof of address got rejected?? I uploaded an online bill screenshot and it was still refused, but I need this sorted now, I’ve already waited too long. Please tell me exactly which documents are accepted, if the name and address must match 100% with my Revolut profile, and how to resubmit it properly."
it_startup_founder,source_of_funds_review,empty,"Ho ricevuto una richiesta di source of funds dopo vari bonifici grossi e sono in ansia che mi chiudiate l’account. Mi potete dire esattamente che prove servono? Salary slips, dichiarazioni tasse, estratti conto, contratti di vendita o altro?"
it_startup_founder,source_of_funds_review,poor_internet_connection,"Ragazzi, mi è arrivata la richiesta sui source of funds dopo vari bonifici grossi e ho paura che mi chiudiate l’account… con questa connessione ballerina gli upload falliscono sempre. Mi dite esattamente che prove servono? Salary slips, tax docs, bank statements, contratti di vendita o altro, purché supportino bene le transazioni in review."
it_startup_founder,source_of_funds_review,anxious_security_fear,"Ciao, ho ricevuto la richiesta sui documenti per l’origine dei fondi dopo quei bonifici grossi e sono molto in ansia: mi state per bloccare o chiudere l’account? Potete dirmi esattamente quali prove servono, tipo buste paga, documenti fiscali, estratti conto o contratto di vendita, e se devono coprire proprio le transazioni under review?"
it_startup_founder,source_of_funds_review,confused_by_app_updates,"Ho ricevuto una richiesta di documenti sulla source of funds dopo vari bonifici grossi, ma l’interfaccia dell’app è cambiata e non trovo dove caricare i file. Potete dirmi esattamente quali prove vi servono per questi trasferimenti e dove caricarle, così evito che il conto venga chiuso?"
it_startup_founder,source_of_funds_review,angry_after_waiting,"Ho ricevuto la richiesta di source of funds dopo vari bonifici grossi e sto già aspettando da troppo: mi dite subito cosa devo inviare per evitare che chiudiate l’account? Salary slips, tax docs, bank statements, contract di vendita, whatever serve, ma voglio una risposta chiara adesso su quali prove supportano davvero le transazioni sotto review."
it_startup_founder,card_payment_declined_enough_funds,empty,Sto provando a pagare in negozio con la mia Revolut card ma la transazione viene rifiutata anche se ho saldo sufficiente. Potete dirmi cosa devo controllare in app prima di riprovare?
it_startup_founder,card_payment_declined_enough_funds,poor_internet_connection,"Sto provando a pagare in negozio con la mia Revolut card ma la transazione viene declinata anche se ho abbastanza saldo. L’app continua a bloccarsi per la connessione instabile, quindi mi serve capire subito se è un problema di card security, limiti, merchant restriction, carta frozen o un temporary security decline, e cosa posso cambiare in app prima di riprovare."
it_startup_founder,card_payment_declined_enough_funds,anxious_security_fear,"Sto provando a pagare in negozio con la mia Revolut card ma viene declinata anche se ho soldi sufficienti, e sono davvero in ansia perché penso ci sia un rischio per il mio account o i dati. Mi potete dire subito cosa devo controllare nell’app — card frozen, limiti, security settings, PIN, merchant restrictions o blocchi temporanei — e se posso sbloccare qualcosa prima di riprovare?"
it_startup_founder,card_payment_declined_enough_funds,confused_by_app_updates,"Sto cercando di pagare in store con la mia Revolut card ma il pagamento viene declinato anche se ho abbastanza saldo. L’app però è cambiata e non trovo più dove controllare card security, limiti o eventuale freeze: mi dite cosa devo verificare prima di riprovare?"
it_startup_founder,card_payment_declined_enough_funds,angry_after_waiting,"Why my Revolut card is declined in store even if I have enough balance? I’m already pissed off waiting — tell me now what I need to check in the app (security settings, limits, frozen card, location, PIN, merchant restrictions) so I can pay this damn bill and move on."
it_startup_founder,apple_pay_card_add_failed,empty,"Ciao, sto cercando di aggiungere la mia carta Revolut a Apple Pay ma durante la verifica mi dà errore e non va avanti. Potete dirmi i passi giusti per controllare eleggibilità Apple Pay, aggiornare Revolut e iOS, verificare che la carta sia attiva/non bloccata e provare ad aggiungerla di nuovo dall’app Revolut invece che inserire i dati a mano?"
it_startup_founder,apple_pay_card_add_failed,poor_internet_connection,"Ciao, sto provando ad aggiungere la mia carta Revolut a Apple Pay ma la verifica fallisce con errore ogni volta, e con la connessione instabile mi carica metà schermate e poi si blocca. Potete dirmi subito cosa controllare su eleggibilità Apple Pay, aggiornamento app iOS/Revolut, stato carta attiva/non bloccata e numero telefono per i codici, e se devo rifare l’aggiunta direttamente dall’app Revolut invece che a mano?"
it_startup_founder,apple_pay_card_add_failed,anxious_security_fear,"Ragazzi, non riesco ad aggiungere la mia Revolut card ad Apple Pay: durante la verification in wallet mi dà errore e sto andando in ansia, sembra quasi un problema di sicurezza. Potete dirmi subito se il mio account/card è ok e cosa devo controllare per sicurezza?"
it_startup_founder,apple_pay_card_add_failed,confused_by_app_updates,"Ciao, sto cercando di aggiungere la mia carta Revolut ad Apple Pay ma durante la verifica mi dà errore e l’interfaccia ora è diversa da quella delle istruzioni che trovo online, quindi non riesco a capire dove andare. Potete dirmi i passi giusti per controllare se la carta è abilitata per Apple Pay, aggiornare app Revolut e iOS, verificare che la carta sia attiva/non bloccata e che il numero per i codici sia quello giusto, e provare ad aggiungerla di nuovo dall’app Revolut invece che a mano?"
it_startup_founder,apple_pay_card_add_failed,angry_after_waiting,"Ragazzi, sto perdendo tempo da ore: non riesco ad aggiungere la mia Revolut card ad Apple Pay, mi dà errore in verifica e basta. Ho già aspettato troppo, voglio una soluzione chiara subito — controllate se la carta è eligible, aggiornata la app Revolut e iOS, se la carta è attiva/non bloccata, se il numero per i codici è giusto e ditemi di provarci di nuovo dall’app Revolut, non inserendo i dati a mano."
it_startup_founder,virtual_card_not_working,empty,"Ciao, ho creato una virtual card su Revolut Business per un acquisto online ma il merchant rifiuta sempre il pagamento. Potete dirmi se è una virtual card standard o single-use/disposable, controllare se i pagamenti online sono abilitati e confermarmi se billing address e card details sono corretti?"
it_startup_founder,virtual_card_not_working,poor_internet_connection,"Ho creato una virtual card per un acquisto online ma il merchant la rifiuta sempre, e con la connessione instabile mi si bloccano anche le schermate. Potete dirmi se è una standard virtual card o single-use, verificare che i pagamenti online siano attivi e se billing address/card details sono ok?"
it_startup_founder,virtual_card_not_working,anxious_security_fear,"Ho creato una virtual card Revolut per un acquisto online ma il merchant la rifiuta sempre, e sono un po’ in ansia: potete dirmi subito se sto usando una virtual card standard o single-use, se i pagamenti online sono attivi, e se indirizzo di fatturazione e dati carta sono ok? Voglio capire anche se il merchant o la subscription non supportano questo tipo di carta, perché temo per money e dati."
it_startup_founder,virtual_card_not_working,confused_by_app_updates,"Ciao, ho creato una virtual card per un acquisto online ma il merchant rifiuta sempre il pagamento e nell’app l’interfaccia è cambiata quindi non trovo più le impostazioni giuste. Mi aiuti a capire se è una virtual card standard o single-use, se i pagamenti online sono attivi e se devo controllare billing address e dati carta?"
it_startup_founder,virtual_card_not_working,angry_after_waiting,"Ho creato una virtual card per un acquisto online ma il merchant la rifiuta sempre, e sto perdendo tempo. Mi dite subito se è una standard virtual card o single-use, se i pagamenti online sono davvero attivi, e se billing address/dati carta sono corretti?"
it_startup_founder,lost_stolen_card_freeze,empty,"Ho perso la mia carta Revolut fisica mentre ero in viaggio e temo che qualcuno la usi. Potete dirmi subito come bloccarla nell’app, controllare le transazioni recenti e segnalare eventuali pagamenti fraudolenti? Se serve, voglio anche ordinare una replacement card all’indirizzo giusto e continuare a usare virtual card o Apple Pay/Google Pay nel frattempo."
it_startup_founder,lost_stolen_card_freeze,poor_internet_connection,"Ho perso la carta Revolut fisica mentre ero in viaggio e con la connessione instabile l’app mi carica a metà, quindi non riesco a bloccarla subito. Mi dite come freeze la carta nell’app, controllare i movimenti recenti, segnalare eventuali pagamenti fraudolenti e ordinare una replacement card al mio indirizzo corretto?"
it_startup_founder,lost_stolen_card_freeze,anxious_security_fear,"Ragazzi aiuto, ho perso la mia carta Revolut fisica mentre viaggio e sono molto in ansia che qualcuno la usi. Posso freeze subito la card dall’app, controllare le ultime transazioni e se vedo pagamenti strani come li segnalo? Voglio anche capire come ordinare una replacement card all’indirizzo giusto e se posso continuare a usare virtual card o Apple Pay/Google Pay intanto, please ditemi che i miei soldi e dati sono al sicuro."
it_startup_founder,lost_stolen_card_freeze,confused_by_app_updates,"Guys, I lost my physical Revolut card while travelling and I’m worried someone may use it. The app UI looks different from the help article, so I can’t find where to freeze the card, check recent transactions, report any suspicious payments, or order a replacement to the right address — can you point me to the exact steps?"
it_startup_founder,lost_stolen_card_freeze,angry_after_waiting,"Ho perso la carta fisica Revolut mentre ero in viaggio e sono già troppo in ritardo, voglio bloccarla subito nell’app e capire come controllare le ultime transazioni per vedere se c’è qualche pagamento fraudolento. Se serve, come faccio a ordinare una replacement card all’indirizzo giusto e continuare a usare virtual card o wallet sul mobile subito, senza perdere cash flow?"
it_startup_founder,atm_withdrawal_pending,empty,"Ho provato a prelevare contanti da un ATM ma non sono usciti i soldi, e in Revolut vedo ancora il prelievo come pending. È normale che resti così mentre l’operatore ATM lo regola o lo annulla?"
it_startup_founder,atm_withdrawal_pending,poor_internet_connection,"Ho provato a prelevare cash da un ATM ma non ha erogato nulla e su Revolout vedo il prelievo ancora pending. Con questa connessione ballerina non riesco nemmeno a caricare bene i dettagli, ma mi confermate se può restare in pending mentre l’ATM operator fa settle o reverse, e se poi devo aprire un ticket con location, data, importo e receipt se il transaction va a completion senza soldi?"
it_startup_founder,atm_withdrawal_pending,anxious_security_fear,"Ragazzi sono super in ansia: ho provato a prelevare al bancomat ma non è uscito cash, e su Revolut risulta ancora pending. Ho perso i soldi o i miei dati sono a rischio? Per favore rassicuratemi e ditemi cosa devo fare adesso."
it_startup_founder,atm_withdrawal_pending,confused_by_app_updates,"Ho provato a prelevare cash da un ATM ma non ha erogato nulla, però in Revolut vedo il prelievo come pending. L’interfaccia dell’app è cambiata e non trovo dove controllare o segnalare questa cosa: devo solo aspettare che si aggiorni o devo fare subito un ticket?"
it_startup_founder,atm_withdrawal_pending,angry_after_waiting,Sto perdendo tempo da troppo con questo prelievo ATM: non è uscito nessun cash ma su Revolut è ancora pending. Voglio una risposta chiara subito — devo aspettare davvero che l’ATM operator faccia settlement/reverse o devo aprire subito un caso?
it_startup_founder,card_refund_missing,empty,"Ho restituito un articolo e il merchant mi ha detto che il rimborso è stato emesso, ma in Revolut non vedo ancora niente sul saldo. Potete controllare la transazione originale e dirmi se il refund può apparire collegato al pagamento e quanto tempo devo aspettare prima di chiedere conferma al merchant o aprire un ticket con voi?"
it_startup_founder,card_refund_missing,poor_internet_connection,"Ho fatto un reso e il merchant dice che il refund è stato emesso, ma su Revolut non vedo ancora nulla nel balance. La connessione qui è pessima e l’app/web continua a failare, potete controllare la transazione originale e dirmi se devo aspettare ancora o chiedere al merchant la conferma del rimborso?"
it_startup_founder,card_refund_missing,anxious_security_fear,"Ho restituito un articolo e il merchant dice che il rimborso è stato emesso, ma i soldi non sono ancora arrivati su Revolut e sto andando in ansia, sembra quasi che ci sia un rischio per i miei dati o il mio conto. Potete controllare la transazione originale e dirmi se i refund card possono comparire legati al pagamento iniziale e quanto devo aspettare prima di chiedere conferma al merchant o aprire un caso con Revolut?"
it_startup_founder,card_refund_missing,confused_by_app_updates,"Ho restituito un articolo e il merchant dice che il refund è stato emesso, ma in Revolut non vedo ancora i soldi nel balance. L’interfaccia è cambiata e non riesco più a trovare dove controllare la transazione originale: potete dirmi dove guardare e se devo aspettare ancora o chiedere la conferma al merchant?"
it_startup_founder,card_refund_missing,angry_after_waiting,"Ho già aspettato troppo: il merchant dice che ha emesso il refund per il reso ma su Revolut non vedo ancora nulla. Potete controllare subito la transazione originale e dirmi se il rimborso può arrivare dopo e dove lo vedrò, oppure se devo chiedere conferma al merchant?"
it_startup_founder,chargeback_case_update,empty,"Ciao, ho aperto un chargeback per un pagamento card perché il merchant non ha mai consegnato la merce, ma da giorni non vedo nessun update nel caso. Mi potete spiegare a che punto è il dispute process e se vi servono proof tipo receipt, tracking, chat col merchant o cancellazione?"
it_startup_founder,chargeback_case_update,poor_internet_connection,"Ho aperto una contestazione su una card payment perché il merchant non ha mai consegnato la merce, ma non vedo nessun update sul chargeback case. Potete spiegarmi come funziona il processo e se vi serve ancora evidence tipo receipt, tracking, chat col merchant o proof di cancellazione?"
it_startup_founder,chargeback_case_update,anxious_security_fear,"Ho aperto un chargeback per una carta perché il merchant non ha mai spedito la merce, ma non vedo nessun update e sto iniziando a preoccuparmi seriamente per i miei soldi e i miei dati. Mi potete spiegare come funziona il processo, che prove vi servono tipo receipt, tracking, chat col merchant o prova di cancellazione, e quanto può volerci prima della decisione finale?"
it_startup_founder,chargeback_case_update,confused_by_app_updates,"Ho aperto un chargeback per una card payment perché il merchant non ha mai consegnato la merce, ma nell’app ora vedo tutto diverso e non riesco più a trovare il dettaglio del caso o l’update. Mi potete spiegare come funziona la dispute process e che evidenze servono ancora, tipo receipt, tracking, chat col merchant o prova di cancellazione, e quanto devo aspettare per un outcome finale?"
it_startup_founder,chargeback_case_update,angry_after_waiting,"Ho già aspettato troppo per questo chargeback: ho disputato un pagamento card perché il merchant non ha mai consegnato la merce e ancora non vedo nessun update. Mi serve subito una spiegazione chiara del processo e di quali prove vi servono per chiudere il caso, tipo ricevuta, tracking, chat col merchant o prova di cancellazione, e soprattutto quando avrò una risposta finale."
it_startup_founder,top_up_reverted,empty,"Ho fatto un top up con carta di debito su Revolut Business: il saldo è salito per un attimo e poi è stato revertito. Potete dirmi cosa può aver causato il blocco, se devo riprovare, usare un bonifico, o sentire la mia banca/card issuer?"
it_startup_founder,top_up_reverted,poor_internet_connection,"Ho fatto un top up con carta di debito, il saldo è salito per un attimo poi è stato revertito. Sto avendo connessione instabile e i caricamenti falliscono, ma voglio capire subito se è stato il mio issuer che ha rifiutato o reversed il deposito, se c’è un problema di autenticazione o se quella carta non è supportata per i depositi. Devo riprovare, fare un bonifico, o contattare la mia banca?"
it_startup_founder,top_up_reverted,anxious_security_fear,"Ho appena fatto un top up con carta di debito su Revolout: il saldo è salito per un attimo e poi è stato stornato, e ora sono super in ansia perché temo per i miei soldi o i miei dati. Mi potete dire se è un decline del mio issuer, un problema di autenticazione, una carta non supportata o una restrizione, e se devo riprovare, fare un bonifico o sentire subito la mia banca?"
it_startup_founder,top_up_reverted,confused_by_app_updates,"Ho fatto un top up con carta di debito, il saldo è salito per un attimo poi è stato stornato. Nell’app ora l’interfaccia è cambiata e non trovo dove vedere il motivo: è un decline del mio issuer, un problema di auth, o la carta non è supportata? Devo riprovare, fare un bonifico, o sentire la mia banca?"
it_startup_founder,top_up_reverted,angry_after_waiting,"Ho appena fatto un top up con carta di debito, il saldo è salito per un attimo e poi è stato annullato: che cavolo è successo? Voglio una risposta chiara subito, se devo riprovare, fare bonifico o contattare la banca della carta dimmelo ora, perché mi sta bloccando il cash flow."
it_startup_founder,bank_transfer_pending_inbound,empty,"Ciao, sto aspettando un bonifico in arrivo su Revolut Business ma risulta ancora pending o proprio non si vede, anche se il mittente dice che è stato inviato. Potete controllare se sono stati usati i dati corretti del conto locale/internazionale e se la valuta o il tipo di transfer sono supportati, e dirimi cosa vi serve per tracciare il bonifico se non arriva entro i tempi previsti?"
it_startup_founder,bank_transfer_pending_inbound,poor_internet_connection,"Ciao, sto aspettando un bonifico in arrivo su Revolut Business ma risulta ancora pending o proprio mancante, anche se il mittente dice che l’ha già inviato. Potete controllare se hanno usato i dettagli account giusti, se la valuta/tipo di transfer è supportato e se ci sono banche intermediarie coinvolte?"
it_startup_founder,bank_transfer_pending_inbound,anxious_security_fear,"Ciao, il sender dice che il bonifico è stato inviato ma su Revolut è ancora pending/missing e io sto andando in paranoia, non vorrei che soldi o dati siano a rischio. Potete controllare se sono stati usati i dettagli account giusti, se currency e tipo di transfer sono supportati, e se ci sono intermediary banks coinvolte? Se non arriva entro i tempi, what info vi serve per tracciare subito il trasferimento?"
it_startup_founder,bank_transfer_pending_inbound,confused_by_app_updates,"Sto aspettando un bonifico in arrivo ma risulta ancora pending/mancante anche se il sender dice che l’ha già inviato. L’app Revolout adesso ha un’interfaccia diversa e non riesco a trovare dove verificare se hanno usato i dettagli giusti del conto locale o internazionale, né come fare il trace se non arriva entro i tempi previsti."
it_startup_founder,bank_transfer_pending_inbound,angry_after_waiting,"Dovete dirmi subito dove è finito il bonifico in arrivo: il sender dice che l’ha già inviato ma in Revolout risulta ancora pending o non si vede proprio. Ho bisogno di capire immediatamente se hanno usato i dettagli locali o internazionali giusti, se la valuta/tipo di transfer è supportata e se ci sono banche intermediarie; se non arriva entro i tempi, ditemi anche quali info vi servono per tracciarlo subito."
it_startup_founder,wrong_revolut_recipient_transfer,empty,"Ho inviato un bonifico al cliente Revolut sbagliato perché ho selezionato il contatto/Revtag errato. Posso cancellarlo o recuperare i soldi? Se la persona non collabora, come faccio a segnalare la cosa, e come posso evitare di rifare questo errore controllando meglio i dettagli prima di confermare?"
it_startup_founder,wrong_revolut_recipient_transfer,poor_internet_connection,"Ho appena mandato un bonifico al contatto sbagliato su Revolut perché la connessione faceva schifo e mi ha confuso la schermata. Posso cancellarlo subito o devo contattare il destinatario per farmi restituire i soldi? Se non collabora, come lo segnalo e come evito di rifare sto errore verificando meglio Revtag/dettagli prima di confermare?"
it_startup_founder,wrong_revolut_recipient_transfer,anxious_security_fear,"Ho appena mandato un bonifico alla persona sbagliata per un contatto/Revtag errato e sono in panico totale: si può cancellare subito? Se no, come contatto il destinatario per chiedere il rimborso e come segnalo la cosa se non collabora? Inoltre dimmi come evitare questo errore in futuro, perché mi sto davvero preoccupando per i miei soldi e i miei dati."
it_startup_founder,wrong_revolut_recipient_transfer,confused_by_app_updates,"Ho inviato un bonifico al contatto/Revolut sbagliato per sbaglio e adesso l’app mi sembra diversa dalle istruzioni che trovo online, quindi non riesco a capire dove sia la funzione per annullarlo o contattare il destinatario. Potete dirmi se posso cancellarlo, come chiedere il rimborso e dove segnalo il problema se non collabora?"
it_startup_founder,wrong_revolut_recipient_transfer,angry_after_waiting,"Ho mandato un bonifico al contatto sbagliato / Revtag per errore e aspetto da troppo tempo: si può cancellare subito o no? Se il destinatario non collabora, come faccio a contattarlo per chiedere il rimborso e a segnalare il problema a Revolut?"
it_startup_founder,bank_transfer_extra_info_request,empty,"Ho avviato un bonifico ma Revolut lo ha messo in revisione e mi chiede info extra, ma non capisco bene cosa vogliono esattamente. Mi dite che dettagli devo inviare per sbloccarlo più veloce?"
it_startup_founder,bank_transfer_extra_info_request,poor_internet_connection,"Ho avviato un bonifico ma Revolut me lo ha messo in review e non capisco perché. Con questa connessione instabile mi falliscono pure upload e schermate, però cosa devo inviare esattamente per sbloccarlo più in fretta: purpose del pagamento, rapporto col destinatario, fattura o contratto?"
it_startup_founder,bank_transfer_extra_info_request,anxious_security_fear,"Ho appena avviato un bonifico e Revolut mi chiede info extra sulla transazione, ma non capisco perché sta venendo bloccato. Potete dirmi esattamente cosa devo inviare per sbloccarlo? Sono molto in ansia, i miei soldi e i dati sono al sicuro?"
it_startup_founder,bank_transfer_extra_info_request,confused_by_app_updates,"Ho iniziato un bonifico ma Revolut mi chiede info extra sulla transazione e non capisco perchè: la schermata nell’app è cambiata rispetto alle istruzioni che trovo online e non riesco a trovare dove inserire purpose, rapporto col destinatario o eventuale fattura/contratto. Potete dirmi esattamente dove andare per completare la review e far avanzare il transfer?"
it_startup_founder,bank_transfer_extra_info_request,angry_after_waiting,"Sto aspettando da troppo per questo bonifico e nessuno mi dice cosa manca esattamente. Quali info volete davvero per sbloccarlo subito — causale, rapporto col destinatario, fattura o contratto?"
it_startup_founder,scheduled_payment_insufficient_funds,empty,"Ho impostato un bonifico schedulato ma è fallito perché al momento non c’erano fondi sufficienti sul conto Revolut. Mi spiegate perché non è partito, come posso aggiungere soldi e rifarlo, oppure creare un nuovo pagamento schedulato? Inoltre voglio capire come modificare o cancellare i bonifici futuri e evitare che succeda ancora tenendo saldo sufficiente nella valuta giusta."
it_startup_founder,scheduled_payment_insufficient_funds,poor_internet_connection,"Ho impostato un bonifico schedulato ma non è partito perché al momento c’erano pochi fondi sul conto Revolut Business. Mi spiegate come ricaricare in fretta e ritentare il pagamento, oppure se devo creare un nuovo bonifico? Inoltre come posso modificare o cancellare i prossimi scheduled transfer e evitare che succeda di nuovo tenendo saldo sufficiente nella valuta giusta?"
it_startup_founder,scheduled_payment_insufficient_funds,anxious_security_fear,"Ho impostato un bonifico schedulato ma è fallito perché in quel momento non c’erano abbastanza fondi sul conto Revolut. Mi potete spiegare subito perché non è partito, se devo aggiungere soldi e rilanciare il pagamento o creare un nuovo scheduled transfer, e come modificare o cancellare quelli futuri? Sono molto preoccupato che ci sia un rischio per i miei soldi o i miei dati, quindi mi serve anche conferma che è tutto al sicuro."
it_startup_founder,scheduled_payment_insufficient_funds,confused_by_app_updates,"Ho impostato un bonifico schedulato ma è fallito perché al momento non c’erano abbastanza fondi sul conto. L’interfaccia nell’app è cambiata e non trovo più dove ricaricare e ritentare il pagamento, o dove modificare/cancellare i trasferimenti futuri: potete dirmi come fare e come evitare che succeda di nuovo tenendo il saldo giusto nella valuta corretta?"
it_startup_founder,scheduled_payment_insufficient_funds,angry_after_waiting,"Ho impostato un bonifico schedulato ma è fallito perché al momento dell’esecuzione non c’erano fondi sufficienti sul conto Revolut Business. Adesso voglio subito capire come ricaricare il saldo e rifare il pagamento, oppure cancellare/modificare i prossimi scheduled transfer, senza perdere altro tempo."
it_startup_founder,direct_debit_unrecognized,empty,"Ho visto un Direct Debit che non riconosco su Revolut Business e voglio bloccarlo subito prima che prendano altri soldi. Dove trovo il mandate nell’app per controllare merchant e storico pagamenti, e come lo cancello se è sospetto? Se il pagamento è già partito o sembra fraudolento, cosa devo fare adesso?"
it_startup_founder,direct_debit_unrecognized,poor_internet_connection,"Ho un Direct Debit che non riconosco su Revolut Business e voglio bloccarlo subito prima che partano altri addebiti. La connessione è pessima, le schermate caricano male e non trovo dove vedere il mandate, merchant name e payment history: potete dirmi come cancellarlo e cosa fare se il pagamento è già stato preso o sembra fraudolento?"
it_startup_founder,direct_debit_unrecognized,anxious_security_fear,"Ho visto un Direct Debit che non riconosco e sono molto in ansia, sembra quasi fraudolento — potete aiutarmi subito a trovare il mandato nell’app, controllare merchant e storico pagamenti, e cancellarlo se serve? Se il pagamento è già partito, ditemi anche cosa devo fare per bloccarne altri e se devo preoccuparmi per i miei dati/money."
it_startup_founder,direct_debit_unrecognized,confused_by_app_updates,"Ho visto un addebito Direct Debit che non riconosco e voglio bloccarlo subito prima che prendano altri soldi. L’app però è cambiata rispetto alle istruzioni che trovo online e non riesco a trovare il mandate né dove vedere merchant name e payment history, potete dirmi esattamente dove andare e come cancellarlo se necessario?"
it_startup_founder,direct_debit_unrecognized,angry_after_waiting,"Ho un Direct Debit che non riconosco su Revolut Business e voglio bloccarlo subito prima che mi prendano altri soldi. Mi serve subito sapere dove vedere il mandato, controllare merchant e storico pagamenti, cancellarlo se serve, e cosa fare se il pagamento è già partito o se è fraudolento."
it_startup_founder,negative_balance_after_offline_payment,empty,"Perché il mio balance è andato negativo dopo alcuni pagamenti carta fatti giorni fa all’estero? I merchant hanno postato le transazioni in ritardo e ora mi manca cash flow: come posso controllare quei movimenti, top up per coprire il negativo e capire se uno di questi pagamenti è sbagliato?"
it_startup_founder,negative_balance_after_offline_payment,poor_internet_connection,"Ragazzi, il mio balance è andato negativo dopo alcuni pagamenti carta fatti all’estero, ma sono arrivati postati giorni dopo e adesso mi ha sballato il cash flow. Con internet instabile le schermate caricano male e gli upload falliscono, potete spiegarmi cosa succede e come verificare se c’è qualche pagamento offline/delay che devo coprire o contestare?"
it_startup_founder,negative_balance_after_offline_payment,anxious_security_fear,"Ciao, il mio saldo Revolut è andato in negativo dopo che alcuni pagamenti carta fatti all’estero sono stati contabilizzati giorni dopo, e ora sono molto preoccupato che ci sia un problema con i miei soldi o i miei dati. Potete spiegarmi se può succedere con merchant offline/delayed e dirmi come controllare subito le transazioni, aggiungere fondi per coprire il saldo negativo, e cosa fare se un addebito non torna?"
it_startup_founder,negative_balance_after_offline_payment,confused_by_app_updates,"Guys, my Revolut Business balance just went negative after some card payments from abroad posted days later, and the app looks totally different from the guide I found so I can’t even locate where to review these transactions. Can you tell me why this happened and where exactly I should top up to cover the negative balance, and if one of these payments looks wrong how do I contact support from the new interface?"
it_startup_founder,negative_balance_after_offline_payment,angry_after_waiting,"Perché il mio saldo è andato in negativo giorni dopo dei pagamenti con carta fatti all’estero? Ho bisogno subito di capire se sono addebiti offline/delayed e di sapere come vedere quelle transazioni, aggiungere soldi per coprire il negativo e segnalare immediatamente se c’è un pagamento errato."
it_startup_founder,login_new_phone_number,empty,Ho cambiato numero di telefono e non riesco più a fare login in Revolut Business perché i codici arrivano ancora al vecchio numero. Come posso avviare il recovery flow con il nuovo numero e aggiornare i contatti dell’account senza bloccare il cash flow?
it_startup_founder,login_new_phone_number,poor_internet_connection,Ho cambiato numero e non riesco più a fare login su Revolout: i codici vanno ancora al vecchio numero e con la connessione ballerina la verifica continua a fallire. Come posso fare il recovery con il nuovo numero e confermare la mia identità senza accesso alla vecchia SIM?
it_startup_founder,login_new_phone_number,anxious_security_fear,"Hi, I changed my phone number and now I can’t log in because the verification codes keep going to the old one. I’m really worried my account/data is at risk — can you help me recover access with the new number and tell me what identity verification you’ll need if I no longer have the old SIM/device?"
it_startup_founder,login_new_phone_number,confused_by_app_updates,"Ciao, ho cambiato numero di telefono ma i codici Revolut arrivano ancora al vecchio SIM e non riesco più a fare login. L’interfaccia dell’app è diversa da quella delle istruzioni che trovo online, quindi non riesco a trovare il recovery flow o dove aggiornare il contatto: mi dite come verifico la mia identità e rientro nell’account?"
it_startup_founder,login_new_phone_number,angry_after_waiting,"Ho cambiato numero di telefono e adesso non riesco a fare login su Revolut Business perché i codici arrivano ancora al vecchio numero. Ho già aspettato troppo, voglio subito il recovery flow per entrare col nuovo numero, confermare la mia identità e aggiornare i contatti dell’account, senza altre perdite di tempo."
it_startup_founder,lost_passkey_device,empty,"Ho perso il telefono dove avevo salvato il passkey Revolut, poi è stato anche resettato di fabbrica, e ora sul nuovo phone non riesco più ad autenticarmi. Potete aiutarmi a rimuovere o sostituire quel passkey, fare il recovery dell’accesso via identity check e mettere in sicurezza l’account nel caso il vecchio device sia ancora accessibile a qualcun altro?"
it_startup_founder,lost_passkey_device,poor_internet_connection,"Ho perso il telefono dove avevo salvato la passkey Revolut, ora ho fatto il reset sul nuovo device e non riesco più ad autenticarmi. La connessione è pessima e gli step di upload falliscono continuo: how can I recover access, rimuovere la passkey vecchia e mettere in sicurezza l’account nel caso il device perso sia ancora accessibile a qualcuno?"
